# Time-averaged data for fix printp
# TimeStep v_pxy v_pxz v_pyz v_pxx v_pyy v_pzz
4052 -588.357 1473.42 -197.86 47306 46616.8 43886.6
4054 -673.095 1071.14 89.1196 47036.3 46599.4 44324.1
4056 -749.115 871.878 9.06437 46738.6 46689.1 45129.3
4058 -706.405 839.107 -311.711 46580.3 47095.4 46254
4060 -444.852 980.554 -791.828 46583.6 48096.6 47358.6
4062 7.53151 1141.39 -1429.25 46559.5 49277.4 47949
4064 458.765 1353.54 -2014.58 46598.4 50148 48480.8
4066 798.103 1591.43 -2336.39 46725.6 50643.2 49233.7
4068 1096.77 1813.86 -2444.26 47172.7 51289.8 50110.9
4070 1388.7 2017.9 -2425.55 47755.7 52009.7 50806.6
4072 1591.41 2212.86 -2425.35 48675.3 52638.2 51143.3
4074 1463.65 2296.4 -2309.64 49713.4 52965.2 51125.7
4076 1215.32 2391.72 -2045.89 50586.8 52809.9 50502.9
4078 1011.58 2482.03 -1710.65 51118.9 52037.2 49438.4
4080 804.635 2459.15 -1261.78 51382.4 51055.8 48095.1
4082 515.992 2359.64 -812.293 51573 49889.5 46836.3
4084 144.069 2303.47 -474.697 51683.2 48670.2 46063.8
4086 -110.275 2376.96 -201.411 51711.2 47742 45745.1
4088 -273.092 2555.33 -46.5017 51680.7 47369.3 45756.5
4090 -353.547 2836.25 -44.996 51509.1 47543.6 45799.1
4092 -400.388 3058.32 -194.003 51104.5 47987.3 46011
4094 -480.536 3259.7 -622.767 50370.7 48261.3 46531.6
4096 -567 3445.96 -1121.67 49574.2 48524.3 47238.5
4098 -513.663 3779.61 -1550.33 48882.4 49099.4 47929.1
4100 -329.919 4202.43 -1935.73 48425 50012.2 48702
4102 -159.201 4753.6 -2307.44 48437.5 51071.1 49709.2
4104 -122.916 5379.19 -2594.13 48887.4 51891.6 50755.4
4106 -103.042 5994.46 -2854.82 49668.9 52393.5 51402.8
4108 -19.975 6350.5 -3269.19 50686.7 52755.3 51825
4110 29.661 6404.78 -3689.63 51922 52902.8 52270
4112 78.4415 6226.27 -4119.43 53000.3 52920.1 52577.5
4114 329.888 5947.6 -4466.89 53656.9 52717.3 52306
4116 488.568 5606.63 -4740.69 54001.1 52364.4 51588.1
4118 518.182 5070.15 -4818.74 54110.4 51903.4 50590.7
4120 446.995 4332.37 -4661.85 54138.3 51303.8 49565.6
4122 315.745 3511.24 -4217.7 54145.5 50899 48738.9
4124 115.241 2744.35 -3552.55 54065.6 50696.1 48271.3
4126 -46.664 2089.04 -2814.38 53811.7 50511.6 47952.8
4128 -263.471 1567.71 -2041.01 53486.2 50385.6 47970.8
4130 -812.391 997.045 -1458.28 52849.4 50422.6 48351.2
4132 -1356.58 408.5 -994.726 52077.2 50583.2 49018.4
4134 -1673.24 -157.301 -674.272 51235.1 50842.1 49423.9
4136 -1910.56 -624.718 -518.052 50322.2 50915.5 49317
4138 -2086.19 -910.12 -515.387 49359.1 51026.9 49036.8
4140 -2211.28 -975.076 -513.863 48698.5 51291.9 49000.5
4142 -2223.8 -870.419 -761.372 48724.6 51852.2 49463.9
4144 -2174.67 -677.155 -1013.92 49238.3 52465.2 50238.8
4146 -2154.47 -479.145 -1260.94 49974.8 53071 50889
4148 -2099.21 -80.0336 -1711.4 50686.9 53648 51148.2
4150 -1590.79 728.834 -2475.4 51051.2 54149 51043.7
4152 -787.624 1808.84 -3273.94 51200.3 54624.9 50666
4154 130.678 2929.25 -3990.96 51700.8 55246.4 50192
4156 947.477 3935.46 -4569.53 52465.9 55443.6 49657.7
4158 1589.27 4653.29 -5001.23 53387.7 55141.3 49068
4160 2436.5 4962.31 -5255.77 54253.2 54941.3 48528.3
4162 3264.97 4852.79 -5313.81 54660.2 54894.4 47702.2
4164 3769.83 4577.32 -5071.57 54306.7 54190.3 46512.3
4166 3963.24 4096 -4439.64 53762.9 52574.3 45389.7
4168 3898.91 3316.12 -3592.27 53476.4 51429.1 44747.6
4170 3645.9 2358.85 -2701.82 53216.4 50947 44489.1
4172 3270.14 1479.16 -1860.21 52510.3 50355.9 44565.9
4174 2824.01 675.87 -1032.89 51424 49690.2 44890.1
4176 2343.14 -20.6761 -209.568 50320.8 49372.1 45371.2
4178 1801.56 -410.001 613.538 49158.1 49408.5 45968.4
4180 1323.48 -405.011 1481.58 48020.8 49621.7 46489.3
4182 1039.97 -176.273 2255.13 47110.9 50002.3 46963.4
4184 820.887 69.219 2640.5 46475.2 50360.1 47986.5
4186 673.105 505.388 2675.03 46531.7 50940.4 49421.9
4188 658.51 1099.2 2402.63 47230.5 51860.9 51120.5
4190 755.218 1781.6 1893.2 48472.8 53001.7 53032.9
4192 725.527 2317.63 1297.28 50005.5 53917.1 54838.2
4194 783.558 2672.12 591.493 51326.1 54207.8 55835.7
4196 958.811 3076.88 -376.968 52223.6 53847 55544.5
4198 1191.44 3542.34 -1339.44 52688.3 52851.6 54437.8
4200 1315.21 3663.35 -2040.15 52808.3 51719.8 53425.3
4202 1146.24 3543.67 -2465.7 52850.9 50786.6 52454.5
4204 933.575 3345.5 -2486.08 52838.5 50244.1 51255.1
4206 794.176 3071.44 -2331.41 52342.8 49465.4 49865.5
4208 686.368 2466.2 -2235.09 51782.7 48367.1 48740.6
4210 608.451 1608.18 -2055.52 51551.7 47695.7 48101.1
4212 575.573 943.598 -1724.86 51442.3 47562.4 47596.2
4214 576.906 535.649 -1423.04 51066.4 47709.8 47051.5
4216 498.623 45.0983 -1158.57 50439 47753.4 46650
4218 365.292 -544.864 -916.269 49612.6 47580.3 46295.9
4220 184.493 -1225.95 -581.899 48734.3 47420.9 46066.7
4222 -57.468 -1688.4 -242.304 47770.9 47323.6 46058.4
4224 -424.022 -1744.38 48.8296 46959.8 47427.1 46427.6
4226 -711.647 -1498.83 332.197 46459.1 47667.5 47279
4228 -794.84 -1167.68 427.658 46206.9 47878 48046
4230 -685.696 -779.332 466.342 46196.7 48278.6 48985.1
4232 -386.866 -254.9 431.758 46356.2 48900.8 49955.1
4234 -83.8679 454.108 218.699 46884.6 49520.4 51122.7
4236 144.427 1128.18 -264.572 47712.5 50090.7 52503.3
4238 448.218 1683.65 -826.212 48936.2 50997.1 53935.7
4240 778.558 2135.9 -1406.33 50607.1 52171.8 54978.5
4242 1125.46 2495.51 -2003.32 52088.2 52911.9 55124.3
4244 1507.52 2804.12 -2486.23 52909.3 52904.2 54400.6
4246 1829.04 3046.36 -2729.66 53158 52100 53005.9
4248 1878.08 3209.89 -2776.07 53143.8 50990 51604.5
4250 1729.83 3300.54 -2798.8 53247.7 50258 50803.8
4252 1642.61 3276.51 -2670.52 53686.5 49911.3 50316.9
4254 1645.75 2892.55 -2189.15 54226.5 49415.7 49458
4256 1809.33 2405.8 -1493.99 54522.7 48720.9 48020.8
4258 2064.59 1799.32 -940.361 54389.7 47958.2 46567.7
4260 2360.92 1081.65 -533.252 54207.5 47279.2 45571.3
4262 2459.31 138.404 -196.707 54394.3 46919 45501
4264 2455.89 -658.706 104.665 54754.4 47141.8 46430.4
4266 2532.18 -903.22 191.159 54400.8 47499.7 47791.6
4268 2827.29 -814.608 228.826 53587.8 47954.1 49317.1
4270 2994.67 -755.833 364.582 52812.4 48470.9 50991.1
4272 2922.26 -623.525 566.901 51715.9 48944.7 52609.3
4274 2743.06 -186.711 761.086 49853.3 49372.6 53979.5
4276 2641.34 463.975 894.377 47882.2 49652.9 55058.5
4278 2673.46 1133.25 1083.4 46433 50160.1 55951
4280 2673.88 1906.51 1205.67 45794.4 51012.5 56978.8
4282 2584.36 2812.24 1031.39 45855.7 52246.8 57866.8
4284 2472.51 3691.22 651.946 46565.9 53689.5 58441.2
4286 2397.03 4414.56 468.572 47915.2 54953.6 58614.5
4288 2413.24 4869.9 415.224 49315.9 55722.7 58347.8
4290 2526.05 5026.21 320.007 50270.7 55608.2 57242.4
4292 2798.99 4855.47 196.427 50842.2 54690 55214.4
4294 3082.93 4464.19 77.7829 51452.7 53320.7 52942.5
4296 3441.92 3847.36 148.955 52313.6 51931.5 50842
4298 3830.07 2996.56 469.686 53039.5 50541.1 48966.2
4300 4092.11 2209.3 797.267 53596.6 49432.5 47572.6
4302 4154.18 1761.74 1053.22 53610.1 48426.3 46437.6
4304 4058.83 1609.04 1321.3 53495.4 47777.5 46009.7
4306 3850.44 1486.84 1498.19 53339.5 47501.4 46336.2
4308 3453.5 1497.62 1507.6 53186.8 47722.1 47377.3
4310 2921.31 1785.55 1399.98 52852.3 48456.9 48971.6
4312 2294.48 2196.29 1087.3 52219.9 49420.6 50665.5
4314 1757.73 2544.62 814.282 51218.2 50298.5 52289
4316 1337.95 2753.6 645.501 50085.7 50880.5 53754.1
4318 983.994 2930.53 328.776 49041.3 51336.2 55081
4320 683.94 3142.65 -46.8203 48209.8 51693.8 56117.8
4322 344.267 3343.08 -274.651 47412.6 52047.9 56625.4
4324 112.243 3404.2 -261.698 46746.8 52324 56680.2
4326 72.4781 3182.32 61.5095 46293.2 52315.6 56116.9
4328 -26.6129 2925.59 388.739 46346.5 52400.4 55488.7
4330 -304.564 2560.98 625.478 47047.6 52653 54681.2
4332 -661.459 1997.31 828.07 48114.3 52807.7 53682.3
4334 -952.756 1411.5 1032.1 49424.8 52751.3 52550.7
4336 -996.449 848.044 1298.13 51006.6 52666.7 51375.2
4338 -768.549 318.95 1640.73 52533.5 52350.1 50169.7
4340 -320.171 -62.3595 1973.04 53777 51865.8 49069
4342 221.506 -146.405 2188.07 54629.6 51224 48160.3
4344 869.98 -102.037 2352.49 55163.4 50638.3 47591.8
4346 1543.19 -68.458 2557.93 55251.5 50166.6 47674
4348 2133.41 53.318 2640.57 55252.1 49824.9 48374.4
4350 2450.98 472.029 2589.99 55177.1 49749.3 49620.2
4352 2829.79 1055.75 2730.49 54960.6 49541.2 50840.1
4354 3400.69 1448.04 3098.11 54576.2 49413.9 52132.1
4356 3709.59 1780.27 3251.44 54096.2 49550.5 53378.4
4358 3668.87 1796.99 3182.02 53367.7 49549.9 54267.8
4360 3280.09 1516.46 2986.47 52101.2 49124.3 54881.3
4362 2684.11 1163.74 2812.33 50688.4 48725 54989.2
4364 2128.51 936.898 2622.71 49772.9 48668.3 54888.8
4366 1486.66 589.852 2174.89 49357.2 48886.8 55069
4368 842.114 168.697 1489.42 49348.3 49324.7 55259.4
4370 266.478 -349.539 785.746 49813.9 49804.8 55220.6
4372 -128.021 -869.193 52.2935 50299.5 50341.9 54763.5
4374 -328.869 -1072 -761.637 50522.9 50711.3 53560.2
4376 -277.622 -1060.62 -1559.47 50724.8 50978.2 52068.4
4378 -68.0877 -1100.19 -2197.64 51135.2 51212.8 50632.5
4380 321.92 -990.599 -2760.22 51468.2 51405.3 49372.1
4382 706.913 -596.069 -3356.8 51850.6 51618.8 48324.1
4384 1086.73 -83.3822 -3804.57 52054.7 51642 47388.9
4386 1459.61 496.303 -4133.96 52164.8 51475.6 46617
4388 1849.83 1001.97 -4323.78 51769 50970.1 46050.9
4390 2380.66 1307.91 -4353.61 50807 49958.7 45607.5
4392 2883.6 1481.72 -4142.24 49705.3 48677.5 45287
4394 3238.94 1648.69 -3799.9 48888.4 47792.2 45457.9
4396 3452.26 1642.87 -3340.32 48339.9 47498.3 46141.1
4398 3408.59 1482.08 -2707.28 47931.4 47582.9 47117.2
4400 3194.46 1264.3 -1995.6 47782.7 47895.4 48252.3
4402 2954.12 967.542 -1249.19 47778.2 48387.1 49227.5
4404 2856.31 530.502 -299.591 47967.3 49057.5 49859.8
4406 2791.12 65.0846 787.055 48408 49740.4 50352.4
4408 2746.39 -271.447 1713.27 49049.4 50313.8 50656.4
4410 2653.81 -572.655 2214.49 49570.2 50514.9 50599.8
4412 2481.64 -998.864 2287.81 49969.3 50403.1 50278.6
4414 2324.95 -1589.78 2027.46 50498.4 50270.7 50057.3
4416 2244.2 -2139.96 1675.3 51128.2 50266.6 50087.3
4418 2354.4 -2574.25 1170.51 51834.4 50327.7 50080.3
4420 2517.78 -2954.69 508.959 52771.1 50615.1 50370.5
4422 2911.13 -3097.54 -257.124 53646.5 50811.3 50858.1
4424 3745.22 -3016.65 -1014.21 54417.1 50458.1 51415.4
4426 4602.42 -2666.58 -1752.23 55045.3 49658.7 51838.5
4428 5274.4 -2172.86 -2405.1 55741 48986.7 52320.1
4430 5874.21 -1882.01 -3028.25 56658.3 48427.7 52975.4
4432 6357.34 -1707.6 -3495.3 57176.3 47963 53598.3
4434 6470.27 -1393.95 -3669.09 56692.3 47531.4 53744.8
4436 6273.8 -909.925 -3547.99 55838.1 47175.6 53279.4
4438 5963.44 -470.68 -3214.47 55205.8 47160.2 52679.4
4440 5614.68 -252.869 -2748.94 54496.7 47263.2 52126.5
4442 5111.91 -299.358 -2324.09 53445.1 47334.4 51509.3
4444 4434.75 -494.046 -2047.75 52338.5 47594.6 50717.4
4446 3659.02 -542.79 -1873.93 51682.9 48265.7 49877.8
4448 2935.51 -445.937 -1766.32 51180.9 49212.6 48916.7
4450 2156.64 -332.484 -1663.32 50733.5 50205.6 48078.3
4452 1376.4 -221.193 -1602.75 50578.6 51338.6 47571.5
4454 760.011 -217.32 -1763.29 50699.9 52313.4 47387
4456 508.297 -222.452 -2054.43 51025.6 52828.9 47324.7
4458 433.894 4.95006 -2282.03 51307.5 53037 47254.9
4460 576.494 389.092 -2319.22 51699.1 53017 47452.9
4462 969.012 754.967 -2294.56 52481.9 52999.4 47999.6
4464 1542.64 1009.95 -2320.63 53536.3 52985.8 48804.5
4466 2215.9 1164.98 -2206.98 54676.2 52856.7 49819.4
4468 2945.99 1254.52 -1778.78 55709.9 52445.7 50903
4470 3768.89 1396.42 -1322.08 56463.7 51938.7 51887.4
4472 4388.16 1418.77 -1154.09 56917.1 51559.5 52769
4474 4738.24 1165.17 -1067.51 57023.4 51378.3 53820.8
4476 4861.48 596.956 -666.189 56933.6 51182.3 55095.6
4478 4810.82 -124.2 -83.112 56734.4 51147.2 56310.2
4480 4750.6 -786.199 557.107 56187.1 51165.2 56766.9
4482 4582.67 -1402.72 1215.9 55082.5 51028.4 56287.2
4484 4106.94 -2099.58 1862.32 53328.7 50636.8 55072.2
4486 3380.29 -2725.8 2564.16 51264 49969 52997.1
4488 2406.31 -3039.84 3152.93 49181.1 49157 50570.9
4490 1440.27 -3010.67 3523.67 47805.9 48748.9 48435.4
4492 776.999 -2879.47 3689.67 46965.7 48676.5 46695.7
4494 501.433 -2713.35 3590.4 46601 48491.9 45384.1
4496 530.525 -2483.69 3247.39 46386.5 48446.2 44465.8
4498 793.005 -2283.37 2666.93 46298.8 48572 44163.9
4500 1248.49 -2151.95 1996.15 46581.1 48907.1 44593.5
4502 1939.6 -2137.28 1188.09 47531 49558.6 45766.2
4504 2836.31 -2235.15 323.633 48846.3 50222.5 47337.9
4506 3816.56 -2148.3 -407.738 50350 50904.3 49038.3
4508 4798.21 -1880.27 -1014.74 51932.8 51291.7 50513.2
4510 5422.72 -1839.7 -1564.47 52823.5 51370.8 51761.9
4512 5733.64 -1965.61 -1972.16 53099.7 51407.1 52780
4514 5702.73 -2051.93 -2093.84 53351.2 51239.4 53669.4
4516 5130.46 -2101.02 -1927.74 53386 50876 54289.4
4518 4136.64 -2092.83 -1595.96 53250.4 50815.8 54747.2
4520 2966.32 -1939.99 -1153.26 53068.6 51182.7 54963.9
4522 1703.01 -1747.68 -498.14 52815.2 51589.7 54620.7
4524 354.581 -1538.21 295.103 52193.1 51892.5 53731.1
4526 -1287.2 -1187.01 926.188 50963.7 52232.8 52261.5
4528 -2740.34 -896.569 1402.62 49136 52420.3 50618.8
4530 -3717.5 -787.658 1847.07 47146.8 52442.3 48983.6
4532 -4379.7 -850.218 2314.96 45572.8 52833.2 47772
4534 -4695.93 -968.959 2686.62 44517 53364.3 46938.6
4536 -4540.82 -1060.27 2884.62 43603.5 53668.6 46422.4
4538 -4066.06 -1132.35 2809.72 42822.5 53740.8 46177
4540 -3354.82 -1138.83 2552.76 42346.8 53721.6 46396
4542 -2559.45 -1130.14 2070.29 42508.6 53893.7 47272.7
4544 -1805.04 -1083.93 1556.88 43255.7 54176.9 48633.2
4546 -1120.79 -971.707 982.598 44420 54492 50196.3
4548 -386.684 -890.803 300.531 45891.3 54646.5 51916.6
4550 303.338 -851.009 -295.676 47405.7 54492.7 53710.9
4552 907.792 -852.299 -724.934 48798.3 54111.7 55257.6
4554 1309.88 -954.698 -1038.9 49628.9 53319.5 56149.4
4556 1535.45 -1195.27 -1309.88 49969.3 52246.4 56507.2
4558 1613.89 -1477.37 -1301.07 50033.9 51125.4 56448.1
4560 1414.42 -1631.39 -927.781 49824.5 50229.2 55835
4562 927.596 -1654.6 -336.536 49392.2 49177.1 54891.7
4564 357.87 -1560.73 242.214 48494 47673.9 53424
4566 -212.778 -1506.25 768.559 47195.5 46235 51619.5
4568 -689.898 -1487.98 1392.57 45679.6 45156.4 49688.5
4570 -1119.59 -1353.8 1844.29 44140.3 44606.7 47923
4572 -1540.49 -1111.3 2027.51 42842.7 44668.2 46546.6
4574 -1844.87 -874.464 2057.07 42031 45270 45850.8
4576 -1905.59 -684.519 1923.32 41740.8 46348 45656.4
4578 -1623.27 -359.559 1637.99 41826.2 47595.8 45899.9
4580 -1105.53 42.3824 1281 42066.8 48977.7 46480.9
4582 -574.795 443.721 732.964 42507.8 50279.8 47118.7
4584 -48.1614 859.015 127.233 43326.9 51446.3 47579.1
4586 498.395 1130.25 -552.293 44794.8 52470.7 48168.3
4588 936.519 1215.91 -1226.88 46768.9 53517 49078.4
4590 1116.96 1202.48 -1905.38 48394 54519.3 50201.5
4592 1091.6 1317.35 -2479.05 49243.1 55403 51262.8
4594 1050.64 1370.78 -2507.32 49972.5 55667.9 51829.8
4596 899.908 1232.63 -2090.84 50461.8 55295.7 51933.6
4598 644.427 1095.59 -1658.66 50720.3 54867.5 52063.1
4600 400.223 862.106 -1070.5 50595.5 54303.4 51939.2
4602 327.181 631.926 -394.542 49663.2 53275.9 51262.4
4604 426.488 406.93 335.451 48181.1 51897.9 50269.4
4606 430.673 324.573 1013.23 46791.6 50527.6 49203.9
4608 394.379 387.535 1608.43 45843.5 49083.4 48408.5
4610 266.403 616 2200.38 45236.4 47580.1 47569.4
4612 152.813 858.808 2745.05 44905.7 46237.5 47142
4614 195.217 1071.07 2961.04 45043.9 45419.5 47342.1
4616 320.074 1270.51 2841.59 45665 45249.6 48103.6
4618 458.164 1244.72 2370.51 46301.2 45455.2 48777.4
4620 763.698 1034.07 1548.03 46854.6 45949 49137.5
4622 993.543 859.587 745.526 47546.1 46317.5 49597.4
4624 956.78 897.03 133.04 48733.7 46582.9 50269.5
4626 1056.8 918.901 -505.435 50472.5 47473.5 51205.7
4628 1323.23 798.605 -1178.76 52199.9 48677 52276.4
4630 1873.5 645.386 -1613.82 53730.4 49800.3 53388.4
4632 2391.85 536.367 -1914.87 55116.9 50886.9 54105.6
4634 2768.32 552.357 -2135.62 56123 52046.7 54570.5
4636 3151.45 661.267 -2269.35 56575.3 53315.9 54830.5
4638 3612.74 867.451 -2231.65 56677.3 54574.4 54989.8
4640 4154.24 1005.52 -2126.42 56462.7 55609.5 55044.1
4642 4642.39 1200.04 -1897.04 55674.7 56338.4 54588.2
4644 4683.08 1649.1 -1510.43 54277.8 56553.2 53560.2
4646 4282.08 2235.54 -1046.72 52412.2 56342.4 52239.1
4648 3879.16 2641.46 -501.515 50719.1 55901.3 50931.6
4650 3425.03 2825.7 -98.0189 49294.3 55186.8 49708.1
4652 2959.49 3039.66 163.073 47919.8 53986.2 48397.3
4654 2480.9 3266.23 196.292 47001.7 52554.5 47379.7
4656 2026.28 3291.11 13.3463 46742.5 51159.5 47009.2
4658 1512.41 3252.47 -199.342 46937.6 50094.8 47230.8
4660 1014.9 3190.4 -285.327 47306.1 49379.3 47768.2
4662 545.147 3183.32 -481.726 47891.9 48890.3 48661.8
4664 153.546 3113.38 -835.057 48828.4 48724.8 50014.3
4666 -135.966 2949.37 -1308.29 50032.3 48811.3 51560.4
4668 -173.759 2616.35 -1730.59 51146.7 48672.5 52704
4670 -90.8195 2176.34 -2101.4 52046.2 48430.7 53531.8
4672 -9.92935 1659.67 -2296.96 52409.2 48254.4 54104.6
4674 117.564 1019.29 -2469.21 52445.6 48258.1 54336.3
4676 327.76 437.506 -2552.66 52340.6 48729.7 54257.6
4678 552.893 -47.1774 -2505.41 51867 49601.2 53855.8
4680 831.836 -554.066 -2329.69 51200.5 50770.1 53407.2
4682 886.856 -950.737 -1830.54 50835.9 52101 52823.3
4684 831.014 -1101.24 -1144.66 50472.1 53007 51826.4
4686 864.907 -866.289 -532.728 49738.7 53133.6 50387.7
4688 769.011 -461.363 96.6675 48245.7 52586.3 48451.7
4690 493.519 63.2792 847.796 46637.9 51801.7 46745.6
4692 63.6136 683.585 1591.42 45493.4 51015.2 45708
4694 -386.83 1382.51 2088.55 44963.9 50234.3 45398.6
4696 -714.558 2007.47 2298.12 45018.6 49631.3 45778.8
4698 -806.675 2436.43 2395.81 45647.1 48930.4 46661.8
4700 -660.831 2723.16 2379.45 46690.4 48277.1 48193.7
4702 -477.45 2867.39 1980.26 47981.6 47838.4 50189.4
4704 -487.054 2851.94 1251.6 49162.7 47446.5 52374.9
4706 -595.371 2656.03 358.305 49900.5 47158 54420.2
4708 -753.475 2378.58 -438.506 50202.7 46965.5 56251.3
4710 -787.927 2051.01 -1105.3 50354.1 46973.4 57661.4
4712 -774.609 1791.39 -1683.68 50262.3 47316.6 58653.5
4714 -608.505 1567.59 -2325.69 50135.9 48112.7 59067.7
4716 -426.944 1338.34 -2888.72 50111.1 49234.7 58885.6
4718 -198.884 1137.25 -3105.38 50022.8 50564.1 58096.4
4720 5.57525 1074.5 -2989.04 49643.4 51648.8 56648.1
4722 256.688 1215.43 -2626.71 49160 52460.2 54777
4724 548.465 1452.8 -2130.55 48753 53043.5 52693.8
4726 950.545 1678.66 -1499.44 48578.9 53611.9 50537.8
4728 1384.97 1896.52 -814.698 48357.5 53991.8 48540.7
4730 1898.62 2214.31 -60.6966 48131.9 54065.4 46849
4732 2153.33 2591.72 685.471 47984.2 53973.8 45465.4
4734 2180.7 3068.93 1068.07 47944.8 53943.5 44512.7
4736 2086.02 3635.68 1083.23 48127.3 53962.5 44027.7
4738 1624.22 4325.88 954.794 48395 53536.4 43747.6
4740 774.06 5145.57 856.743 48830.7 52544.8 43628.5
4742 65.4907 5789 653.083 49070.1 51292.7 43845
4744 -308.681 6165.22 169.413 48590.3 49617.5 44277
4746 -580.031 6113.7 -503.626 47506.9 48280.3 44931.2
4748 -820.08 5548.64 -1106.13 46400.9 47523.2 46005.8
4750 -989.776 4722.24 -1606.82 45661.2 47501.6 47605.4
4752 -993.733 3694.19 -2025.73 45677.5 48190 49633.1
4754 -779.627 2519.6 -2239.05 46139.5 49165.6 51796.9
4756 -310.433 1268.48 -2065.32 46227 50094.6 53780.5
4758 125.451 -49.8867 -1797.9 45901.1 50960.7 54866.1
4760 459.052 -1308.93 -1657.35 45637.9 51945.4 55011.7
4762 787.331 -2232.77 -1318.11 45468.7 53029.6 54251.1
4764 1066.28 -2872.5 -853.466 45522.8 53796.7 53061.6
4766 1296.98 -3316.46 -417.657 45928.2 54518 51782.1
4768 1574.04 -3578.62 46.3335 46582.7 55327.5 50533
4770 1896.58 -3569.98 502.2 47321.5 56084.7 49171.6
4772 2187.61 -3271.66 753.829 48172.2 56692.1 47743.1
4774 2415.21 -2822.39 844.047 49011.9 57114.3 46552.3
4776 2631.26 -2325.99 834.99 49824.7 57129.9 45899.8
4778 2776.71 -1803.29 706.918 50715.6 56625.8 45683.3
4780 2968.28 -1293.75 498.737 51593.7 55849.5 45913.7
4782 3115.24 -942.172 308.494 52181.8 55221 46618.6
4784 3219.02 -720.782 229.583 52259.9 54562 47553.5
4786 3351.68 -317.826 171.067 51699.7 53513.6 48239.5
4788 3564.74 440.253 230.135 50777.3 52239.9 48841.6
4790 3767.04 1064.22 455.217 50040.8 51342.9 49775
4792 3898.2 1386.52 799.029 49736.6 51121.2 51076.5
4794 4103.08 1630.24 1112.17 49781.2 51423.5 52138.9
4796 4319.37 1864.18 1357.47 49894.9 52154.2 52873.9
4798 4502.39 2066.97 1550.77 49946.3 52921.5 53259.5
4800 4541.23 2225.47 1622.67 49557.1 53500.1 52942.5
4802 4537.32 2073.08 1375.3 48847.2 54243 52050.3
4804 4661.62 1622.65 654.778 48096.4 54999.1 50731.9
4806 4700.42 929.471 -55.6795 47247.8 55357.2 48756.7
4808 4483.84 146.79 -410.154 46396.3 55257.1 46537.6
4810 4300.06 -409.869 -746.328 45682.8 55491 44790.4
4812 3998.38 -789.125 -1105.57 45536.8 56077.5 43781.7
4814 3508.12 -1209.24 -1401.43 46008.4 56366.1 43296.2
4816 3097.92 -1610.58 -1434.82 46816.3 55548.3 43082.6
4818 3017.41 -1629.63 -1161.96 47575.1 54026.4 43372
4820 2927.5 -1372.27 -647.659 48152.8 52721.8 44148.5
4822 2837.86 -992.801 3.63229 48861.1 51619.4 45455.3
4824 2744.17 -472.606 815.018 49225.1 50566.9 46705.1
4826 2724.15 61.8133 1817.44 48619.9 49581.4 47761.5
4828 2824.41 426.919 2814.55 47712.5 48665.2 48955.1
4830 2887.32 686.073 3836.71 47416 47860.6 50721.9
4832 2941.29 936.981 4514.14 47332.2 47421.7 52475.6
4834 3031.64 1232.79 4826.98 47207.1 47530.3 53802.6
4836 3057.82 1501.89 4942.34 47277.5 48040.7 54752.7
4838 3046.61 1705.38 4857.31 47663.9 48711.5 55639.3
4840 3029.08 1760.05 4540.05 48326.3 49423.1 56323.6
4842 2911.63 1494.04 4039.99 48982 50193.1 56482.7
4844 2735.49 1089.65 3503.35 49441.8 50784.3 55772.2
4846 2558.52 708.89 2842.15 49445.4 51271 54308.2
4848 2317.43 391.333 2038.81 49489.1 51631.3 52535.3
4850 2054.45 44.9059 1201.25 49954.8 51837.8 50809.6
4852 1832.78 -436.993 578.389 50851.3 52066.2 49302
4854 1785.49 -1027.77 256.578 51982.3 52381.5 48054.4
4856 1717.43 -1484.15 69.8271 52974.9 52585.5 46950.4
4858 1398.6 -1465.04 -303.032 53608.3 52536.5 45752.6
4860 952.139 -1135.86 -360.48 53502.3 51896 44561
4862 1001.42 -671.02 0.156956 52861.5 50730.5 43578.2
4864 1247.94 -109.451 550.913 52472.5 49802.3 43228.4
4866 1401.59 467.567 967.16 52341.3 49507.9 43550.5
4868 1352.2 926.609 1121.67 52006.5 49556 44381
4870 1233.04 1387.19 1127.27 51693.6 49718.1 45692.6
4872 1058.16 1885.08 949.474 51149.2 50030.6 47113.5
4874 781.564 2340.49 580.375 50173.1 50572.8 48381.5
4876 360.529 2690.43 174.935 49520.2 51446.7 50066.2
4878 -163.696 2837.44 -368.244 49571.3 52874.3 52317.8
4880 -707.648 2817.57 -823.655 50116.5 54681.8 54725.1
4882 -1386.28 2651.65 -946.862 50479.2 55908 56665.7
4884 -2104.97 2506.57 -830.91 50108.1 55974.5 57520.9
4886 -2574.96 2286.68 -848.453 49477.9 55205.8 57478.9
4888 -2582.82 1830.9 -1047.43 49489.6 54298.3 57229.4
4890 -2343.86 1200.82 -1258.43 50647.2 53743.5 57236.2
4892 -2249.04 489.922 -1195.45 52818.8 53550.4 57523.8
4894 -2305.94 -173.724 -991.088 55215.2 53473.7 57855.1
4896 -2289.68 -790.277 -677.485 57210.6 53131.9 57948
4898 -2122.42 -1208.54 -394.783 58370.5 52578.4 57388.8
4900 -1881.68 -1326.05 -237.727 58803.5 52032.7 56008.8
4902 -1620.85 -1074.6 48.5227 58353.6 50482.5 54359.7
4904 -1502.29 -491.969 370.894 57216.9 48332.7 52842.3
4906 -1445.04 185.286 373.912 55767.7 46932.7 51622.1
