Box size: max: 28.688099 min: 3.311927 in Ang
Timestep: 0.5
T: 673
Chunk 1 of size 2ps
Start time: 2.0ps
Lag    Lag (in ps)     Auto-correlation     Integral(acf)        Viscosity(in Pa s)
1538      0.769          2104945.234863663    599034294.0426786    0.0021631889065639744
1540      0.77          2012431.3378659373    601092982.3290434    0.0021706230913968384
1542      0.771          1830972.066700329    603014684.0313265    0.002177562600278792
1544      0.772          1578587.7500462136    604719463.9396998    0.0021837187770162515
1546      0.773          1277896.5320199244    606147706.0807328    0.002188876340758587
1548      0.774          953954.0098186872    607263631.3516521    0.0021929060886221293
1550      0.775          631442.0943889054    608056329.4037559    0.0021957686219522218
1552      0.776          332858.6806228735    608538479.7912618    0.002197509728229309
1554      0.777          77823.84638044698    608743821.0547634    0.0021982512416078986
1556      0.778          -116777.30410921031    608724344.3258991    0.002198180908666639
1558      0.779          -239129.26597697826    608546391.040856    0.0021975382967562357
1560      0.78          -285017.613854124    608284317.6009405    0.0021965919162842524
1562      0.781          -257201.1888070647    608013208.1996098    0.0021956129058081308
1564      0.782          -163364.14254335038    607802925.5339346    0.0021948535483987887
1566      0.783          -15398.33318593725    607713544.29607    0.0021945307813984244
1568      0.784          171672.24142242226    607791681.2501884    0.002194812943862281
1570      0.785          381252.47624133603    608068143.6090202    0.002195811284547706
1572      0.786          595970.6557968135    608556755.1750393    0.0021975757229609027
1574      0.787          800745.5122074996    609255113.2590414    0.0022000975826860407
1576      0.788          984757.6591775307    610147864.844734    0.002203321422031622
1578      0.789          1140117.2747818364    611210302.3117136    0.0022071580186427747
1580      0.79          1260634.2535502797    612410678.0758796    0.002211492727961716
1582      0.791          1342281.600819258    613712136.0030644    0.0022161924578076426
1584      0.792          1383448.1180328573    615075000.8624904    0.002221113935883898
1586      0.793          1384379.229020337    616458914.5360171    0.002226111423900839
1588      0.794          1347092.0908234287    617824650.195939    0.0022310432688022455
1590      0.795          1274109.7396160697    619135251.1111587    0.002235776015139025
1592      0.796          1168401.140624457    620356506.551279    0.0022401861236193265
1594      0.797          1034253.835162554    621457834.0391724    0.0022441631570346045
1596      0.798          877561.87165554    622413741.8925815    0.002247615061683063
1598      0.799          705891.6371815656    623205468.6470001    0.00225047408753387
1600      0.8          529839.9558350141    623823334.4435083    0.002252705279387231
1602      0.801          362468.38193770475    624269488.6123947    0.0022543163987477593
1604      0.802          217120.31664500592    624559282.961686    0.0022553628829437497
1606      0.803          105730.54572597345    624720708.3928715    0.0022559458106750172
1608      0.804          39670.87603853699    624793409.1037538    0.0022562083421742048
1610      0.805          29979.79001423876    624828234.4367802    0.002256334100874198
1612      0.806          83738.72615860926    624885093.6948665    0.002256539426875649
1614      0.807          200862.58896270473    625027394.3524272    0.0022570532926207212
1616      0.808          373717.96045071434    625314684.627134    0.0022580907342853967
1618      0.809          590909.7311168278    625796998.4729177    0.0022598324308310824
1620      0.81          837774.8829747223    626511340.7799635    0.0022624120116154518
1622      0.811          1096219.35675881    627478337.8998302    0.0022659039610133038
1624      0.812          1345799.263688304    628699347.2100538    0.0022703131806872928
1626      0.813          1565955.6866505472    630155224.6852232    0.002275570539130578
1628      0.814          1737283.4788696216    631806844.2679833    0.0022815347471814716
1630      0.815          1844022.2624714691    633597497.1386539    0.00228800102209071
1632      0.816          1876330.8977368877    635457673.7187581    0.0022947183559434607
1634      0.817          1831185.6481772794    637311431.9917152    0.0023014125124740485
1636      0.818          1712879.253412555    639083464.4425101    0.002307811546682527
1638      0.819          1533166.0172693918    640706487.077851    0.0023136724875247915
1640      0.82          1310743.634185758    642128441.9035786    0.002318807346973139
1642      0.821          1069742.5020115841    643318684.9716773    0.00232310546583984
1644      0.822          835227.6361468261    644271170.0407565    0.0023265450103794262
1646      0.823          630141.601462148    645003854.6595609    0.0023291908275808286
1648      0.824          475886.57266444096    645556868.7466242    0.0023311878316759297
1650      0.825          391937.0900798984    645990780.5779965    0.002332754742401052
1652      0.826          391949.868524394    646382724.0572987    0.0023341701000773284
1654      0.827          479615.74741345464    646818506.8652675    0.0023357437671365344
1656      0.828          648383.5250936702    647382506.5015211    0.0023377804414448054
1658      0.829          883268.332925252    648148332.4305305    0.0023405459361259397
1660      0.83          1163104.9505758213    649171519.0722811    0.002344240793022767
1662      0.831          1461784.6284619728    650483963.8618    0.002348980197823792
1664      0.832          1750071.1344683482    652089891.7432652    0.0023547794073389655
1666      0.833          1998905.421922481    653964380.0214605    0.002361548422550952
1668      0.834          2182686.44590626    656055175.955375    0.0023690985521764357
1670      0.835          2280124.911150453    658286581.6339033    0.002377156441445614
1672      0.836          2275170.467170446    660564229.3230637    0.0023853813164874125
1674      0.837          2159793.084010967    662781711.0986544    0.0023933889247749005
1676      0.838          1935069.637777688    664829142.4595487    0.0024007824594203847
1678      0.839          1612574.599113759    666602964.5779945    0.0024071879563460183
1680      0.84          1215104.857908898    668016804.3065059    0.00241229351114779
1682      0.841          774103.0117445892    669011408.2413325    0.002415885152260225
1684      0.842          324488.6832947985    669560704.0888522    0.0024178687293201573
1686      0.843          -100109.3532807009    669672893.7538593    0.002418273860447353
1688      0.844          -467599.29895737785    669389039.4277403    0.0024172488264293563
1690      0.845          -750688.0968385118    668779895.7298424    0.0024150491311816877
1692      0.846          -929543.8059547517    667939779.7784457    0.002412015365795696
1694      0.847          -992380.8055482503    666978817.4726942    0.0024085452088779685
1696      0.848          -935438.1330987872    666014908.0033706    0.002405064409378326
1698      0.849          -764142.62741193    665165117.6231153    0.002401995708401179
1700      0.85          -493865.38620538905    664536113.6163067    0.002399724295055993
1702      0.851          -148785.56038073715    664214788.1430136    0.002398563947967126
1704      0.852          240637.02170995    664260713.8736782    0.0023987297916126193
1706      0.853          642472.8830054281    664702268.8260359    0.002400324302618212
1708      0.854          1026591.6273051298    665536801.0811912    0.0024033379045680084
1710      0.855          1364177.223170022    666732185.5064287    0.0024076545895282335
1712      0.856          1627355.3243611834    668227951.7801943    0.0024130559914886888
1714      0.857          1793688.8431214064    669938473.8639357    0.0024192329039505957
1716      0.858          1851068.1627014114    671760852.366847    0.002425813744146663
1718      0.859          1796401.966011454    673584587.4312035    0.0024323994830583763
1720      0.86          1633909.3866856473    675299743.107552    0.0024385931280116032
1722      0.861          1375322.4041459456    676804359.0029678    0.002444026487079643
1724      0.862          1041588.581129885    678012814.4956057    0.0024483903733241324
1726      0.863          660489.1057194415    678863853.3390304    0.002451463582660325
1728      0.864          263423.1367335664    679325809.4602568    0.0024531317648774273
1730      0.865          -116595.50208320076    679399223.2775822    0.002453396871494537
1732      0.866          -447260.31678200356    679117295.3681495    0.0024523787940118284
1734      0.867          -701253.9634143412    678543038.2280514    0.0024503050785545846
1736      0.868          -858477.3687254491    677763172.5619814    0.002447488884600032
1738      0.869          -907491.5300623935    676880188.1125875    0.0024443003156239436
1740      0.87          -847703.9089730436    676002590.3930697    0.002441131198813493
1742      0.871          -689775.1516258058    675233850.8627703    0.0024383551827481054
1744      0.872          -452357.48534646916    674662784.5442842    0.0024362929897529017
1746      0.873          -158869.5247319307    674357171.039245    0.002435189380576647
1748      0.874          162175.1660162393    674358823.8598871    0.0024351953491218753
1750      0.875          478999.37084298936    674679411.1283168    0.002436353030459237
1752      0.876          759113.5604073589    675298467.5939419    0.002438588521969981
1754      0.877          974047.4675339306    676165048.1079125    0.002441717854252136
1756      0.878          1104650.7224230275    677204397.2028911    0.002445471075820023
1758      0.879          1141165.2112317681    678327305.1697185    0.002449526039085215
1760      0.88          1082435.8284381554    679439105.6895535    0.002453540891948794
1762      0.881          934876.724735763    680447761.9661404    0.002457183277851818
1764      0.882          711389.3680659374    681270895.0125413    0.0024601557158112275
1766      0.883          431868.30093571753    681842523.8470421    0.002462219940123193
1768      0.884          120905.9585055461    682118910.9767628    0.0024632180091467447
1770      0.885          -193450.89956929057    682082638.5062308    0.0024630870246494484
1772      0.886          -482164.3688775272    681744830.8720074    0.0024618671583844084
1774      0.887          -720754.8253635797    681143371.2748868    0.0024596952114004436
1776      0.888          -892953.6671051037    680336517.0286525    0.0024567815582556642
1778      0.889          -989578.2359534219    679395251.0771233    0.002453382527374254
1780      0.89          -1006594.7824842881    678397164.5679045    0.0024497783102434413
1782      0.891          -945634.8702417006    677421049.7415414    0.0024462534356495826
1784      0.892          -815311.5718952386    676540576.520473    0.0024430739350378757
1786      0.893          -630535.1229385736    675817653.1730561    0.002440463367027028
1788      0.894          -410061.384474905    675297354.9193493    0.00243858450396073
1790      0.895          -174894.51354062062    675004876.9703416    0.0024375283289453757
1792      0.896          52132.00723349289    674943495.717188    0.002437306673445493
1794      0.897          249457.32742829752    675094290.3845189    0.0024378512121384917
1796      0.898          400592.6904061528    675419315.3934362    0.002439024918720298
1798      0.899          494118.06489683234    675866670.7710876    0.0024406403757982163
1800      0.9          522828.4115629192    676375144.0093175    0.0024424765372319814
1802      0.901          487365.57714698196    676880241.0036725    0.0024443005066203676
1804      0.902          397304.98355762876    677322576.2840247    0.0024458978354894418
1806      0.903          267752.85366534145    677655105.2026362    0.0024470986396420685
1808      0.904          116036.3111883754    677846999.785063    0.002447791595347716
1810      0.905          -38290.74772465963    677885872.566795    0.0024479319698989662
1812      0.906          -175641.69671459633    677778906.3445754    0.002447545701286996
1814      0.907          -277040.0931627297    677552565.4496367    0.0024467283555725645
1816      0.908          -325823.4456919285    677251133.6802094    0.002445639847174639
1818      0.909          -312030.75670960074    676932206.5790086    0.0024444881609119633
1820      0.91          -233697.0283523591    676659342.6864777    0.0024435028147453174
1822      0.911          -93745.65317475221    676495621.3457141    0.0024429115961930076
1824      0.912          100187.18854508668    676498842.1133993    0.0024429232267941213
1826      0.913          333622.5256909828    676715746.9705173    0.0024437064977777083
1828      0.914          586200.0813452116    677175658.2740353    0.0024453672958983964
1830      0.915          834665.93335565    677886091.2813858    0.002447932759705128
1832      0.916          1055725.880744846    678831287.188436    0.002451345982154985
1834      0.917          1228549.9495947536    679973425.1036057    0.0024554703872056334
1836      0.918          1337651.338272471    681256525.7475394    0.002460103826570567
1838      0.919          1374680.2098755904    682612691.5216135    0.0024650011133989062
1840      0.92          1336470.6226600723    683968266.9378812    0.002469896268370238
1842      0.921          1226563.54809757    685249784.0232601    0.0024745239893041353
1844      0.922          1057017.3180379083    686391574.4563279    0.0024786471395527873
1846      0.923          845297.2836411567    687342731.7571673    0.002482081889352649
1848      0.924          611380.3395081089    688071070.568742    0.0024847120132922744
1850      0.925          377074.91693376075    688565298.196963    0.0024864967320192602
1852      0.926          165898.11976987307    688836784.7153147    0.002487477104312835
1854      0.927          1382.7763857289845    688920425.1633925    0.002487779140592262
1856      0.928          -95954.85465114382    688873139.12426    0.0024876083847001464
1858      0.929          -114554.05765842769    688767884.6681051    0.0024872282974928114
1860      0.93          -53912.25227648125    688683651.5131377    0.0024869241208735388
1862      0.931          78398.78304990641    688695894.7785244    0.0024869683328596105
1864      0.932          270224.9390647751    688870206.6395817    0.00248759779512558
1866      0.933          503511.5847858655    689257074.901507    0.0024889948255474126
1868      0.934          754936.4517933404    689886298.9197967    0.0024912670333819957
1870      0.935          998894.8871324485    690763214.5892595    0.002494433687223084
1872      0.936          1211369.3470127939    691868346.7063322    0.0024984244596374747
1874      0.937          1371979.376896349    693160021.0682867    0.002503088859786949
1876      0.938          1466780.7944918037    694579401.1539807    0.0025082144215220715
1878      0.939          1491233.193988228    696058408.1482208    0.002513555303595916
1880      0.94          1450624.6223459567    697529337.0563879    0.002518867014675123
1882      0.941          1357642.8806516363    698933470.8078867    0.002523937519961349
1884      0.942          1229483.703795878    700227034.1001105    0.002528608741277899
1886      0.943          1085445.103006269    701384498.5035115    0.002532788492223847
1888      0.944          944504.1321290163    702399473.1210791    0.002536453694458512
1890      0.945          823185.3711302743    703283317.8727088    0.0025396453700952224
1892      0.946          733353.7174306513    704061587.4169892    0.002542455800251303
1894      0.947          681527.5513929334    704769028.051401    0.0025450104582193543
1896      0.948          669688.3142293018    705444635.9842122    0.0025474501642595224
1898      0.949          693834.9310921322    706126397.6068728    0.0025499120920551882
1900      0.95          743415.7009013179    706845022.9228696    0.0025525071393287745
1902      0.951          804776.162953047    707619118.8547968    0.002555302498040645
1904      0.952          862160.3887633993    708452587.1306549    0.0025583122578260852
1906      0.953          898345.1850214121    709332839.9175473    0.0025614909624219894
1908      0.954          896775.5052812384    710230400.2626987    0.0025647321668086365
1910      0.955          846325.2132838916    711101950.6219813    0.002567879445833329
1912      0.956          742965.9081647643    711896596.1827056    0.0025707490118643626
1914      0.957          589808.8343160136    712562983.553946    0.0025731554212857885
1916      0.958          396128.7359046393    713055952.3390563    0.002574935594170443
1918      0.959          176308.30789296195    713342170.8609551    0.002575969165599628
1920      0.96          -49878.08700952083    713405385.9713969    0.0025761974433910584
1922      0.961          -259370.06244309258    713250761.8966706    0.0025756390762216625
1924      0.962          -428165.8854053639    712906993.9227463    0.002574397686413065
1926      0.963          -533382.3371304815    712426219.8114784    0.002572661550044245
1928      0.964          -555515.2685737273    711881771.0086262    0.002570695476278128
1930      0.965          -482302.2540372464    711362862.2473208    0.0025688216308453406
1932      0.966          -311494.01446673373    710965964.1130688    0.002567388381280853
1934      0.967          -50400.14527203082    710785017.0331994    0.002566734958397153
1936      0.968          283480.31717860675    710901557.1191528    0.002567155799446841
1938      0.969          664675.5557987322    711375635.0556414    0.0025688677550781925
1940      0.97          1063572.9031617413    712239759.2851217    0.002571988217405132
1942      0.971          1448539.17116271    713495815.3222839    0.0025765239952606454
1944      0.972          1787430.9671670056    715113800.3914487    0.0025823667448117323
1946      0.973          2050973.7597238102    717033002.7548941    0.0025892972282637546
1948      0.974          2215500.4988470664    719166239.8841796    0.0025970006184352894
1950      0.975          2265168.5747824674    721406574.4209943    0.0026050907509456065
1952      0.976          2195251.5896774693    723636784.5032243    0.0026131443227647238
1954      0.977          2013421.473488687    725741121.0348073    0.0026207433492078974
1956      0.978          1737982.5317187468    727616823.0374111    0.002627516747332852
1958      0.979          1392576.3852546734    729182102.4958978    0.0026331691702307465
1960      0.98          1006432.0390316703    730381606.708041    0.0026375007322646552
1962      0.981          612850.0758215981    731191247.7654676    0.002640424448938545
1964      0.982          244001.52718561175    731619673.5669712    0.0026419715489131457
1966      0.983          -71262.00845842781    731706043.3263348    0.002642283441082218
1968      0.984          -309031.08135879354    731515896.7814262    0.0026415967977620304
1970      0.985          -451849.1935875476    731135456.6439531    0.002640222980113896
1972      0.986          -489531.64103889954    730664766.2266397    0.0026385232572444643
1974      0.987          -421085.74406203    730209457.5340893    0.0026368790797364617
1976      0.988          -256320.06028916963    729870754.6319137    0.002635655980545157
1978      0.989          -14787.25394637005    729735200.9747959    0.0026351664790754794
1980      0.99          277887.5345886393    729866751.1151171    0.002635641523337602
1982      0.991          595117.841533684    730303253.8031783    0.002637217789975238
1984      0.992          910383.283260604    731056004.3655754    0.002639936067847108
1986      0.993          1197396.7240534713    732109894.3692324    0.0026437417984827684
1988      0.994          1431490.7530387088    733424338.1077785    0.0026484884217425762
1990      0.995          1591632.6114278075    734935899.7900119    0.002653946862928852
1992      0.996          1664131.4584281384    736563781.8249397    0.0026598253516801154
1994      0.997          1643999.496423089    738217847.3023653    0.0026657983921672466
1996      0.998          1536106.7757348227    739807900.4384444    0.0026715402759609126
1998      0.999          1355512.9458925996    741253710.299258    0.002676761278970283
2000      1.0          1124038.2514944505    742493485.8979516    0.0026812382660950495
2002      1.001          866454.4999474564    743488732.2736726    0.0026848322271431366
2004      1.002          608909.7036973289    744226414.375495    0.002687496090890342
2006      1.003          378918.48317652405    744720328.4689319    0.0026892796774034074
2008      1.004          203213.83691346296    745011394.6289768    0.0026903307542695347
2010      1.005          101816.87215024323    745163909.9835088    0.0026908815065825246
2012      1.006          85192.87762752011    745257414.8583976    0.0026912191645598405
2014      1.007          154481.4350191768    745377252.0147209    0.0026916519117493264
2016      1.008          302766.5257606442    745605875.9951109    0.002692477501975249
2018      1.009          516293.1137190811    746015405.8148508    0.002693956366160119
2020      1.01          775140.1011443654    746661122.4222825    0.0026962881308284716
2022      1.011          1054529.102185468    747575957.0239474    0.0026995917147490294
2024      1.012          1327960.033237103    748767201.5916586    0.0027038934501580113
2026      1.013          1570435.4660659472    750216399.3413103    0.0027091266872642005
2028      1.014          1760664.9846730141    751881949.5666797    0.002715141200634595
2030      1.015          1881999.1591534913    753703281.638593    0.002721718262035442
2032      1.016          1923388.2494879041    755605975.3429136    0.0027285891306229456
2034      1.017          1879570.9246792556    757507454.9299972    0.0027354556148789276
2036      1.018          1751573.5319883174    759323027.1583309    0.002742011876753172
2038      1.019          1546864.7163725337    760972246.2825115    0.002747967416443303
2040      1.02          1280046.555539336    762385701.9184673    0.0027530715842380804
2042      1.021          972067.7312264619    763511759.0618503    0.002757137919579726
2044      1.022          648430.9923284546    764322008.4236276    0.002760063832917873
2046      1.023          336420.1495765524    764814433.9945803    0.002761842044187222
2048      1.024          61413.342874148024    765013350.7408054    0.0027625603578180827
2050      1.025          -155011.58872786615    764966551.6178786    0.0027623913602422196
2052      1.026          -295880.74240109854    764741105.4523141    0.0027615772455091797
2054      1.027          -349491.7777800644    764418419.1922235    0.0027604119844463816
2056      1.028          -310224.75240715605    764088560.9271299    0.002759220824362752
2058      1.029          -179137.31417483804    763843879.8938389    0.002758337250079734
2060      1.03          35296.4317165879    763771959.4526098    0.00275807753623335
2062      1.031          314728.30822769465    763946971.8225819    0.0027587095281259677
2064      1.032          634766.6166453699    764421719.2850184    0.0027604239015005397
2066      1.033          969281.014372804    765223743.1005275    0.0027633201113465584
2068      1.034          1292822.549095166    766354794.8822615    0.002767404482961553
2070      1.035          1583012.214812982    767792712.2642156    0.0027725969852275037
2072      1.036          1820774.2568143916    769494605.5000293    0.002778742737823775
2074      1.037          1990151.8114246808    771400068.5341488    0.0027856236068128574
2076      1.038          2079634.8817076015    773434961.880715    0.0027929718650964125
2078      1.039          2085155.8621505308    775517357.2526441    0.002800491659225789
2080      1.04          2009459.6096729122    777564664.9885558    0.002807884747445762
2082      1.041          1860001.826873958    779499395.7068293    0.0028148713057589985
2084      1.042          1648780.8975499847    781253787.0690413    0.00282120663575638
2086      1.043          1395034.8699149366    782775694.9527736    0.0028267024383901228
2088      1.044          1122900.9685831862    784034662.8720226    0.002831248731421629
2090      1.045          857510.8853605652    785024868.7989945    0.0028348244907692014
2092      1.046          622297.2006461411    785764772.8419979    0.002837496378228173
2094      1.047          437527.54642620584    786294685.2155342    0.0028394099591020636
2096      1.048          317624.2941275256    786672261.135811    0.0028407734336981785
2098      1.049          271071.1458527013    786966608.8558011    0.0028418363606939902
2100      1.05          300572.11554587266    787252430.4865004    0.0028428684988986526
2102      1.051          401772.80066129536    787603602.9446039    0.0028441366272399095
2104      1.052          562200.3091052828    788085589.4994873    0.0028458771418965923
2106      1.053          761309.6701226499    788747344.4891012    0.002848266823199703
2108      1.054          971057.1890629916    789613527.918694    0.002851394721559745
2110      1.055          1161821.7042044944    790679967.3653278    0.0028552457698276354
2112      1.056          1307251.7082414592    791914504.0715508    0.0028597038386464096
2114      1.057          1386543.4392731183    793261401.645308    0.002864567656826445
2116      1.058          1385859.8049520403    794647603.2674208    0.002869573406916275
2118      1.059          1299534.7979843612    795990300.5688889    0.002874422057379686
2120      1.06          1129365.6047044767    797204750.7702334    0.0028788075912785775
2122      1.061          886942.5273708703    798212904.836271    0.002882448163635533
2124      1.062          594774.7333008806    798953763.4666069    0.0028851234982305842
2126      1.063          282318.0818545437    799392309.8741846    0.002886707144998925
2128      1.064          -19209.941958170944    799523863.9441328    0.0028871822034514296
2130      1.065          -279949.2271619844    799374284.3595726    0.0028866420525766184
2132      1.066          -473981.5131764881    798997318.9894035    0.002885280782754476
2134      1.067          -580991.559388065    798469832.4531212    0.0028833759618869643
2136      1.068          -585905.7343584062    797886383.806248    0.0028812690547315354
2138      1.069          -480634.31431565364    797353113.7819109    0.002879343348954218
2140      1.07          -266446.7243665682    796979573.2625698    0.002877994446703334
2142      1.071          44411.639217552    796868555.7199953    0.0028775935482590886
2144      1.072          430047.9127066462    797105785.4959574    0.002878450215105664
2146      1.073          860837.6978367418    797751228.301229    0.0028807809910396474
2148      1.074          1303350.146332256    798833322.2233136    0.002884688569606337
2150      1.075          1722383.0499622095    800346188.8214607    0.0028901517230096887
2152      1.076          2083530.8363387592    802249145.7646112    0.0028970235421860355
2154      1.077          2355681.92848143    804468752.1470213    0.00290503882269855
2156      1.078          2514094.105605583    806903640.1640649    0.0029138315125321287
2158      1.079          2544624.574137637    809432999.5039365    0.00292296535030926
2160      1.08          2444077.7366789994    811927350.6593448    0.002931972769086639
2162      1.081          2219078.6316887634    814258928.8435287    0.0029403923939945484
2164      1.082          1884787.879763238    816310862.0992546    0.0029478021855539605
2166      1.083          1464858.5668339613    817985685.3225533    0.0029538501848974455
2168      1.084          991926.6156743309    819214077.9138074    0.0029582860665368317
2170      1.085          504772.8932847167    819962427.6682869    0.0029609884525324563
2172      1.086          42762.157218620945    820236195.1935387    0.0029619770618316095
2174      1.087          -357720.6281593918    820078715.9580681    0.002961408384314192
2176      1.088          -667996.6795518186    819565857.3042126    0.0029595563865877036
2178      1.089          -868638.796319886    818797539.5662768    0.0029567818936681034
2180      1.09          -947042.5311441951    817889698.9025447    0.0029535035657455738
2182      1.091          -898886.235805965    816966734.5190697    0.0029501706241505067
2184      1.092          -731176.9673883957    816151702.9174725    0.002947227441537077
2186      1.093          -463871.8755705634    815554178.495993    0.002945069704972076
2188      1.094          -126349.06050978764    815259068.0279529    0.002944004023596195
2190      1.095          247526.43311131166    815319656.7142537    0.0029442228170365255
2192      1.096          622427.3183765971    815754633.5899975    0.0029457935737721218
2194      1.097          965209.0260849094    816548451.7622283    0.002948660151998236
2196      1.098          1247925.0584203133    817655018.8044809    0.0029526561061096706
2198      1.099          1450717.131793512    819004339.8995879    0.002957528675933061
2200      1.1          1561475.0201908231    820510435.97558    0.002962967380121128
2202      1.101          1575301.1213690287    822078824.0463599    0.0029686310286127725
2204      1.102          1495163.8995589535    823614056.556824    0.002974174948165725
2206      1.103          1331270.0737448747    825027273.5434759    0.00297927825416756
2208      1.104          1102325.340851737    826244071.2507741    0.002983672265208559
2210      1.105          834387.1562779807    827212427.4993391    0.002987169122592734
2212      1.106          556848.2097236336    827908045.1823399    0.0029896810863818558
2214      1.107          297264.2226125789    828335101.398508    0.0029912232406098874
2216      1.108          78030.02725597486    828522748.5234423    0.002991900858207149
2218      1.109          -84703.2414375839    828519411.9163513    0.002991888809295231
2220      1.11          -179605.16440662162    828387257.7134292    0.0029914115836863465
2222      1.111          -201796.73383808928    828196556.764307    0.0029907229383421404
2224      1.112          -153640.20943926403    828018838.2926683    0.0029900811743727596
2226      1.113          -45103.2028230037    827919466.5865371    0.0029897223305228047
2228      1.114          106741.2313415805    827950285.6007965    0.0029898336218969713
2230      1.115          280716.41143860685    828144014.4221866    0.0029905332012724437
2232      1.116          455098.3959796127    828511921.8258955    0.002991861761627436
2234      1.117          609739.0140592762    829044340.530915    0.002993784393182589
2236      1.118          726462.6015824812    829712441.3387359    0.0029961969900410947
2238      1.119          790816.0461822294    830471080.6626184    0.002998936532978496
2240      1.12          795534.7338717441    831264256.0526452    0.0030018007900364458
2242      1.121          742386.4876488876    832033216.6634057    0.0030045776044514533
2244      1.122          639795.0323466274    832724307.4234034    0.003007073220946741
2246      1.123          500501.1327801239    833294455.5059667    0.0030091320980754213
2248      1.124          341216.7431292991    833715314.4439214    0.003010651873144839
2250      1.125          181757.16832507486    833976801.3996487    0.003011596135747941
2252      1.126          43016.469826404915    834089188.2187244    0.0030120019788235147
2254      1.127          -56547.17317746842    834082422.8670489    0.003011977548279489
2256      1.128          -103740.73582744905    834002278.9125464    0.0030116881382823792
2258      1.129          -91054.5171367037    833904881.2860643    0.0030113364230847234
2260      1.13          -17281.02745545759    833850713.5137682    0.00301114081638025
2262      1.131          112237.86675765367    833898191.9334192    0.0030113122669828477
2264      1.132          283454.0580662259    834096037.8958312    0.003012026713877382
2266      1.133          477420.9735148227    834476475.4116218    0.003013400522058287
2268      1.134          675632.8104773866    835053002.303618    0.003015482433877869
2270      1.135          859635.6146393222    835820636.5161762    0.00301825445850053
2272      1.136          1011098.8054047131    836756003.7261982    0.0030216321882772816
2274      1.137          1116891.6471601215    837819998.9524807    0.003025474410155095
2276      1.138          1172682.4787720048    838964786.0154467    0.0030296083816148487
2278      1.139          1179961.1994516675    840141107.8545585    0.003033856229155834
2280      1.14          1141630.6817212088    841301903.795145    0.0030380480107056276
2282      1.141          1062361.8087138652    842403900.0403626    0.0030420274590885273
2284      1.142          951180.7847355684    843410671.3370873    0.0030456630380898972
2286      1.143          820813.2717056279    844296668.3653078    0.0030488624858706933
2288      1.144          684152.7401197063    845049151.3712205    0.0030515797975621205
2290      1.145          551179.2967805414    845666817.3896706    0.003053810267991544
2292      1.146          430091.23064044875    846157452.6533811    0.003055582014234092
2294      1.147          327915.82628363546    846536456.1818432    0.003056950644104654
2296      1.148          249423.49620711344    846825125.8430885    0.0030579930669092873
2298      1.149          194546.44832115064    847047110.8153527    0.0030587946828337866
2300      1.15          161492.21743327793    847225130.1482298    0.003059437533251306
2302      1.151          145670.16690873876    847378711.3404009    0.0030599921344393603
2304      1.152          138293.79236035267    847520693.3200355    0.0030605048493979724
2306      1.153          127509.5121858515    847653594.9723085    0.0030609847741413804
2308      1.154          102338.98934729912    847768519.2230752    0.0030613997802050163
2310      1.155          56778.18792381703    847848077.8117106    0.003061687076371646
2312      1.156          -9127.481126665363    847871903.1651092    0.003061773112748326
2314      1.157          -91488.37757529007    847821595.2357583    0.003061591444426886
2316      1.158          -183885.27805304478    847683908.4079441    0.0030610942398069337
2318      1.159          -275836.4320693303    847454047.5528829    0.0030602641830695045
2320      1.16          -351996.110205054    847140131.2817457    0.0030591305915505093
2322      1.161          -393856.7584797454    846767204.8474033    0.0030577839068385375
2324      1.162          -382113.12378438667    846379219.9062712    0.0030563828439462834
2326      1.163          -302182.64904067974    846037072.0198587    0.003055147304479424
2328      1.164          -147481.00992429038    845812240.1903763    0.0030543354081919902
2330      1.165          80285.04639669094    845778642.2086124    0.003054214081613267
2332      1.166          373490.96119933686    846005530.2124104    0.003055033403007266
2334      1.167          717714.3210558731    846551132.853538    0.00305700364342992
2336      1.168          1089466.6540893682    847454723.3411107    0.0030602666234266127
2338      1.169          1461158.356808135    848730035.8465595    0.003064871938834469
2340      1.17          1804429.971990248    850362830.0109587    0.0030707681659090393
2342      1.171          2091149.396584366    852310619.695246    0.0030778018818068973
2344      1.172          2294244.208401263    854503316.4977388    0.0030857199884091096
2346      1.173          2390805.653304883    856845841.4285917    0.0030941791434093567
2348      1.174          2365144.6300847162    859223816.5702866    0.003102766313622741
2350      1.175          2211736.1255259668    861512256.948092    0.0031110301624337894
2352      1.176          1934658.337541919    863585454.1796259    0.0031185167409101358
2354      1.177          1547853.8759555724    865326710.2863746    0.0031248046378320052
2356      1.178          1073663.7239747734    866637469.0863398    0.003129537954310651
2358      1.179          543233.497566906    867445917.6971107    0.0031324573649082386
2360      1.18          -3987.8075964142286    867715540.5420959    0.0031334310072406203
2362      1.181          -524285.1260134286    867451404.0752909    0.003132477176916557
2364      1.182          -974720.2645996328    866701901.3799844    0.0031297706275051954
2366      1.183          -1316063.869549714    865556509.3129098    0.0031256344712987773
2368      1.184          -1516896.2999758965    864140029.228147    0.0031205193818352856
2370      1.185          -1556847.7199270357    862603157.2181954    0.0031149695418414853
2372      1.186          -1427899.429704675    861110783.6433797    0.0031095803913477734
2374      1.187          -1134376.6273038017    859829645.6148754    0.003104954039236386
2376      1.188          -694639.5046224351    858915137.5489123    0.003101651634477713
2378      1.189          -141603.16139963313    858497016.2159013    0.0031001417452473936
2380      1.19          478785.4443773468    858665607.3573902    0.0031007505492685328
