Box size: max: 28.688099 min: 3.311927 in Ang
Timestep: 0.5
T: 673
Chunk 1 of size 2ps
Start time: 2.0ps
Lag    Lag (in ps)     Auto-correlation     Integral(acf)        Viscosity(in Pa s)
844      0.422          1163618.6762354514    401966826.3930966    0.001451553255477429
846      0.423          1179685.049446138    403138478.25593746    0.001455784239141065
848      0.424          1121841.1439345842    404289241.35262775    0.0014599397908174876
850      0.425          998245.416050632    405349284.6326204    0.0014637677417153945
852      0.426          823079.888843649    406259947.28506756    0.0014670562601975358
854      0.427          615424.263007079    406979199.3609929    0.0014696535707808159
856      0.428          397109.45914584235    407485466.2220694    0.001471481764706494
858      0.429          191012.8297100268    407779527.3664973    0.0014725436568415586
860      0.43          18765.0564843829    407884416.3095945    0.0014729224241348266
862      0.431          -101431.31054089953    407843083.1825663    0.0014727731649642744
864      0.432          -158413.13910532367    407713160.9577431    0.0014723039993117424
866      0.433          -148401.32420106197    407559753.72608995    0.0014717500263172094
868      0.434          -75802.0738167376    407447652.027081    0.0014713452128464037
870      0.435          47618.65182122612    407433560.3160833    0.0014712943258884982
872      0.436          204616.03538298843    407559677.6596854    0.0014717497516317625
874      0.437          374361.5463430805    407849166.4505484    0.0014727951324174661
876      0.438          534284.6897874436    408303489.56861365    0.0014744357508908454
878      0.439          663008.140514205    408902135.9837645    0.001476597539117475
880      0.44          741448.2998428522    409604364.203943    0.0014791333743958105
882      0.441          754795.6116916158    410352486.1597103    0.0014818349377813576
884      0.442          696365.9299282584    411078066.9305202    0.0014844551020855405
886      0.443          568869.4800216816    411710684.6354952    0.0014867395649537055
888      0.444          382603.0807964134    412186420.9159042    0.0014884575090755446
890      0.445          154631.33742924038    412455038.12501705    0.0014894275199290865
892      0.446          -92128.15442972207    412486289.71651685    0.001489540373394601
894      0.447          -330008.02692872053    412275221.62583756    0.001488778179715829
896      0.448          -530744.7274859066    411844845.2486303    0.0014872240359646606
898      0.449          -668552.0925930758    411245196.83859074    0.001485058629407246
900      0.45          -723219.3568244195    410549311.11388206    0.001482545697685479
902      0.451          -682207.3979733906    409846597.7364831    0.0014800081104428106
904      0.452          -541690.2663377121    409234648.9043276    0.0014777982854991168
906      0.453          -306939.72430188593    408810333.9090078    0.0014762660301676732
908      0.454          7577.5543159912995    408660652.8240148    0.0014757255127619098
910      0.455          378560.57962465304    408853721.89098513    0.0014764227096803906
912      0.456          773768.0699469136    409429886.21577096    0.0014785033122237331
914      0.457          1155940.570780764    410394740.5361348    0.0014819875237004681
916      0.458          1489186.813589727    411717304.22832    0.0014867634691440115
918      0.459          1742248.970961402    413333022.1205956    0.0014925980316314446
920      0.46          1889701.1197106056    415148997.1659316    0.001499155748129038
922      0.461          1914682.2450944313    417051188.8483341    0.0015060248038516444
924      0.462          1813054.4378247722    418915057.1897937    0.001512755469123463
926      0.463          1594080.565894444    420618624.6916533    0.0015189072677070394
928      0.464          1278828.877807323    422055079.41350424    0.0015240944881216155
930      0.465          898198.1802970612    423143592.9425564    0.0015280252487042854
932      0.466          489520.0548803188    423837452.0601451    0.001530530862090385
934      0.467          92263.35117486642    424128343.7631726    0.0015315813089700687
936      0.468          -255690.43650559243    424046630.22050726    0.0015312862309907816
938      0.469          -521177.32137988124    423658196.34156454    0.0015298835469270834
940      0.47          -678351.0376793693    423058432.162035    0.0015277177223113388
942      0.471          -711763.1447623858    422363375.0708141    0.0015252077828903235
944      0.472          -618131.6015867573    421698427.69763947    0.0015228065734847773
946      0.473          -407348.2101913628    421185687.79175043    0.0015209550045722756
948      0.474          -102326.27920100375    420930850.5470543    0.0015200347549201465
950      0.475          264899.78648820834    421012137.30069786    0.0015203282917100784
952      0.476          656829.7170278645    421473002.0524559    0.0015219925328534385
954      0.477          1033329.6596510989    422318081.7407954    0.0015250442229238707
956      0.478          1356041.5113807751    423512767.32631135    0.0015293583842851165
958      0.479          1592474.9021816899    424987025.53309256    0.001534682117884403
960      0.48          1719389.4506810685    426642957.7095239    0.0015406618992586953
962      0.481          1724666.010625153    428364985.4401771    0.0015468803600726918
964      0.482          1608050.84821618    430031343.86959773    0.0015528977919705479
966      0.483          1381454.0403639087    431526096.3138878    0.0015582955328640221
968      0.484          1068026.8798171259    432750836.7739783    0.0015627182261939954
970      0.485          698483.7887114589    433634092.1082426    0.0015659077733697502
972      0.486          308685.9391003546    434137676.9721485    0.0015677262822630608
974      0.487          -63854.52518823609    434260092.67910457    0.0015681683409263293
976      0.488          -383554.13274631026    434036388.35013723    0.0015673605161864355
978      0.489          -619029.3524589273    433535096.60753465    0.0015655502880453523
980      0.49          -746518.932190229    432852322.4652101    0.0015630847039126016
982      0.491          -753145.4008060866    432102490.2987119    0.0015603769647389272
984      0.492          -638873.259841854    431406480.96838796    0.001557863586661587
986      0.493          -416375.3936546277    430878856.6416397    0.0015559582682152047
988      0.494          -108460.6941918039    430616438.59771645    0.0015550106433343887
990      0.495          255577.3557002527    430689996.92847073    0.0015552762718078425
992      0.496          641457.3696316276    431138514.2911367    0.0015568959249612079
994      0.497          1012603.8834138976    431965544.9176594    0.0015598824375773872
996      0.498          1333551.0041295874    433138622.3614312    0.0015641185691947983
998      0.499          1574384.4487959177    434592590.0878939    0.0015693690312929866
1000      0.5          1713422.2806189603    436236493.4526014    0.001575305375100617
1002      0.501          1738631.6993257338    437962520.44257367    0.001581538277747877
1004      0.502          1649922.2104779843    439656797.39747554    0.0015876565269865915
1006      0.503          1460620.3675555033    441212068.6864923    0.0015932728091136025
1008      0.504          1195513.9756240952    442540135.8580821    0.0015980686283201574
1010      0.505          886292.5926998754    443581039.1422441    0.0016018274622625506
1012      0.506          568557.7217240771    444308464.29945606    0.0016044542868802487
